"RNA-seq counts from 3' sequencing, normalized to 10M reads",,,,,,,,,,,,,,,,,
UNIQUD,NAME,LT-HSC,HSC,MPP,CLP,CMP,GMP,MF,Granulocyte,Mono,B,CD4,CD8,NK,MEP,EryA,EryB
NM_001164217,Romo1,2016.246,689.7407,325.615,643.5306,341.146,437.212,195.8048,80.5582,106.4036,440.6218,275.3229,206.217,341.1022,1123.1465,276.2352,95.725
NM_026101,Herc4,212.236,272.1894,79.7958,119.2527,189.6209,174.7996,102.9005,173.6135,254.2928,1341.4662,459.3184,453.1618,1091.5571,311.1408,155.6917,62.553
NM_001145899,Slc15a2,0,0,0,1.8945,0.3491,0,5.5658,0.1566,0,0,0,0,0,0,0.5025,0
NM_019812,Sirt1,57.883,66.979,23.3622,28.0166,60.0588,48.0057,11.3219,15.1831,20.8362,117.125,70.1562,63.1908,102.3324,131.8631,48.7187,21.799
NM_026120,2410127L17Rik,19.294,47.0271,9.5795,18.5577,15.3652,23.0871,1.9492,2.9738,4.2562,64.1401,17.2074,25.776,46.9048,66.7436,13.5612,0
NR_040444,Gm12709,0,0,0.7886,0.7574,1.0474,1.099,0.0928,0.1565,0,0,0,1.6636,0,0,0,0
NM_178655,Ank2,0,0,2.2304,0,0,1.8324,7.2355,2.9733,0,0,0,0,0,0,0,2.843
NM_172600,Tmem260,328.002,175.2841,80.1773,96.9305,117.6959,118.3659,44.7271,29.2543,45.0296,147.8076,112.5118,127.2199,183.3336,178.4979,57.26,22.747
NM_001177974,Irak1,906.828,705.4155,379.011,408.563,736.1107,789.3655,211.0102,103.6672,256.969,934.2437,468.5729,432.3772,886.8834,820.8861,287.7836,131.741
NR_040314,AI854517,0,1.4251,0,0,0,0,0,1.682,0,0,0,0,0,0,0,0
NM_025403,Nop10,67.53,47.028,26.9047,90.1181,92.5336,85.7514,4.7336,0.7448,10.53,44.6191,46.3263,42.4085,46.9066,261.2689,4.0181,1.896
NR_046034,Slc36a1os,0,0,0.3936,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_010926,Emc8,887.534,323.4943,247.6347,361.6443,336.6322,304.1594,94.1918,49.653,86.6972,256.5654,119.1305,164.6439,302.7671,697.1007,332.9948,90.987
NM_011860,Nlrp5,0,0,0.656,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_021282,Cyp2e1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_008760,Ogn,0,0,0,0,0,0,0,0.0782,0,0,0,0,0,0,0,0
NM_001037502,Defb28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_183306,Taok3,1254.124,1829.8067,426.5254,525.9861,748.3138,570.2134,268.5622,310.5623,492.8709,1517.1105,671.1078,593.7054,1714.0708,1509.9517,524.348,246.422
NM_144731,Galnt7,250.825,299.2657,62.6043,84.0642,124.312,126.7974,22.6451,51.7179,58.9222,220.3122,308.4204,226.9866,375.2158,203.4239,7.0315,2.843
NR_028434,AF357359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001013751,Syna,0,0,0,0,0,0,0,0.0391,0,2.7893,0,0,0,0,0,0
NM_133778,Fam131a,0,29.927,3.9361,2.2722,2.7943,0.3665,6.9582,7.3161,8.5128,0,0,5.821,0,0.8035,4.5195,0
NM_025776,Rbm22,328.002,109.7299,97.8923,133.6807,132.0018,113.9697,55.6795,39.0906,62.7286,203.5748,112.5122,122.234,298.4953,251.6639,76.8451,49.284
NM_001160211,Cnih3,0,0,3.5427,1.1358,0.3495,0.3665,0.3714,0.0784,0,0,0,0,0,0,0,0
NM_001285808,Dtna,0,22.8011,2.8866,0,1.3973,0,0,0.0391,0,0,0,0,0,0,0,0
NM_001163337,Atp2a3,424.473,741.0375,137.8174,175.6835,178.797,167.1047,94.6651,107.1717,68.0984,1469.7173,379.9019,284.3938,865.5626,47.4353,21.0938,16.112
NM_008610,Mmp2,38.588,2.8503,9.1845,0.3785,3.1426,3.2984,1.1138,0.9389,0,0,1.3234,0,0,1.6097,0,0
NM_173415,Nyx,0,0,0.1312,0,0,0,0,0.1565,0.4479,5.5764,0,0,12.791,0,1.0044,0.948
NM_001101572,Vmn2r82,0,0,0.1312,0,0,0,0,0,0,0,0,0,0,0,0.5025,0
NM_027838,Senp8,19.294,9.9757,9.7116,16.6557,21.3008,15.7585,9.3706,3.5808,4.705,52.9872,7.9425,29.9338,42.6312,33.7657,5.5241,7.582
NM_001099298,Scn2a1,0,12.826,1.968,0,1.0475,0,0,0,0,0,0,0,0,0,0,0
NM_011821,Gpc6,48.236,94.0548,20.5991,7.5721,3.8412,1.4654,1.8559,1.0177,2.4639,16.7303,10.5886,18.2923,68.2186,9.6457,2.5116,16.112
NM_025866,Cdca7,501.65,148.2085,169.0291,246.1412,308.6825,321.3961,39.6313,9.819,12.9931,47.4039,21.1763,14.1348,8.528,435.8016,27.6244,7.582
NM_009320,Slc6a6,598.121,495.9294,221.3951,313.9047,358.6287,325.7863,296.2668,309.2584,463.9804,543.7966,308.4217,307.6585,554.3107,627.9597,54.2412,26.538
NR_024331,1700008J07Rik,106.118,71.2539,30.7055,37.105,46.4443,35.1786,7.8892,4.9307,5.1519,114.3553,15.8842,36.5878,25.584,36.1746,8.0355,8.53
NR_105857,Mir6539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_030693,Atf5,511.297,105.4578,42.9135,85.2205,48.1942,83.9199,29.8806,18.8357,22.8496,75.3043,17.206,25.7765,72.4852,86.8225,42.6916,16.112
NM_016747,Dlg3,154.354,62.7036,27.8224,36.3527,49.2397,10.2605,7.6095,2.8955,6.2728,27.8889,35.7373,37.419,63.9574,83.6271,6.0271,2.843
NM_001277095,Nfyc,270.119,142.5084,63.7796,79.5224,108.9486,86.8519,34.519,33.9121,36.5158,139.4326,78.0975,108.9209,110.8656,203.4002,198.8896,55.919
NR_045709,1700007L15Rik,67.53,8.5502,7.3486,8.3302,14.6679,15.3917,4.083,1.4087,0.8959,8.3645,5.2945,14.1342,38.3682,32.9649,6.0271,4.739
NM_007720,Ccr8,0,0,0,0,0,0,0,0.0391,0,0,0,0,0,0,0,0
NM_177852,Dido1,414.826,253.6646,99.7306,100.7188,128.5039,125.3303,52.5227,54.0278,43.4627,242.6119,213.1034,174.6213,289.9397,250.9116,207.9347,84.352
NR_037972,BB014433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_026384,Dgat2,28.941,32.7772,17.3242,4.9247,12.2239,38.1138,68.678,92.2889,25.7632,5.5788,13.2378,2.4954,29.854,9.647,3.0136,1.896
NR_030418,Mir374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_027085,Clic3,0,0,0.9184,0,0,0,0,0.1565,0,5.5764,0,0,0,0,0.5025,0
NM_001150749,Rdh7,0,0,0.1312,0,0,0,0,0,0,0,0,0,0,1.607,0,0
NM_019988,Mlst8,183.295,95.4808,93.3132,121.1695,93.9321,83.921,72.4815,62.3972,42.7887,125.4812,70.1539,74.0088,55.4242,242.8164,118.0297,30.329
NM_025665,Snrnp27,492.003,205.213,89.2389,142.0176,128.1626,131.9284,69.9698,44.9751,60.4845,242.6211,132.3695,134.7107,221.719,322.4511,265.187,109.942
NM_019738,Nupr1,57.883,78.3792,4.0694,3.7875,2.0953,1.8326,108.4664,33.871,188.3846,11.1538,0,0.8315,498.9091,5.6271,7.5347,3.791
NR_033225,Gm13375,0,8.5506,1.4434,3.0287,6.984,4.0312,0.2783,0.1565,0.224,0,0,0,0,6.4317,4.0187,0
NM_001252520,Picalm,183.295,205.2102,52.892,125.7087,154.7001,110.3033,117.4572,131.1153,188.4166,418.3347,279.2979,344.2426,942.2936,969.5185,817.6547,435.03
NM_008816,Pecam1,897.181,521.5731,491.3604,608.7947,676.7532,537.2381,188.3393,127.9452,76.3918,3667.3761,1408.4244,856.4463,1027.5877,128.6258,64.7942,33.172
NM_001039103,Rasa4,646.356,180.9864,640.9036,525.9252,722.4585,571.6888,291.8825,218.4986,528.7192,72.5068,15.8838,48.2302,447.6979,74.7838,22.1004,11.373
NR_029465,Gm11149,0,17.1008,4.8544,0,0.6988,0.3665,0,0.1961,0,0,0,0,4.2648,0,0,0
NM_029097,Atp13a2,1244.477,1439.3268,540.7807,557.0105,547.5412,302.6996,434.0184,126.9356,246.4328,822.7427,104.5629,107.2583,430.6507,373.0413,42.6933,44.546
NM_001256158,4933402D24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_019872,Dmrtb1,0,0,2.6241,1.5149,0.6985,0.3665,1.3919,1.6043,0,0,0,0,0,1.607,0,0
NM_009112,S100a10,2363.542,1024.6403,395.139,550.1949,714.4309,528.448,290.1921,44.1681,546.3966,1051.2978,1086.6481,1206.5755,5172.072,935.0399,31.1388,18.008
NM_138954,Rfpl4,0,0,0.2625,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166736,Vmn1r91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_028368,4930404I05Rik,0,1.4252,1.0496,1.8927,2.4441,0.3665,2.413,4.4211,4.9286,16.7338,5.2941,0.8312,4.2648,3.2191,1.0046,0.948
NR_040757,0610040F04Rik,0,0,0.1312,0,0,0,0,0.0785,0,0,0,0,0,0,0,0
NM_027413,Lrrc28,0,42.7526,1.4434,4.1664,5.2381,5.8635,1.5776,2.0947,0.672,8.3669,10.5891,4.9894,8.5262,7.2379,2.009,2.843
NM_001004365,Actr3b,9.647,0,2.6242,0.7571,1.7457,1.8326,0.3712,0.7041,0,22.31,5.2936,0.8318,0,0.8048,4.0185,0.948
NM_139128,Coro6,0,0,0,0,0,0,0.0928,0,0,0,0,0,0,0,0,0
NM_030051,Gsto2,19.294,0,0.656,0,0.6985,0,1.0206,0.2347,0.448,0,9.2663,0.8312,4.2648,0,0,0
NR_045967,A730085K08Rik,0,0,0.2624,0,0,1.0993,0.1856,0.1761,0,0,0,8.3164,0,0,0,0
NM_144891,Gdap1l1,0,0,0.5249,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_008196,Gzmk,0,0,0,0,0,0,0.0928,0.0979,0,2.7881,0,8.3157,0,0,0,0
NR_106087,Mir7228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001081251,Pbrm1,1418.125,1202.7632,355.275,607.6987,797.2203,629.2084,201.2757,154.7547,288.1122,1556.1764,795.5292,757.504,1364.472,1576.6639,1159.6955,484.314
NM_145705,Tinf2,250.825,61.2789,35.1692,68.5466,62.1597,50.2041,38.3262,22.0449,29.1222,156.1792,47.6543,66.5189,119.3903,171.2533,131.0857,44.546
NM_028623,Cst6,0,4.2754,0,0,0,0,0,0.0782,0,0,0,0,0,0,0,0
NM_020510,Fzd2,0,0,0.5248,0,0.3494,0,0,0.2151,0,0,0,0,0,0,0,0
NM_001044744,Gcdh,115.765,81.2292,36.353,45.4428,61.1079,66.6941,19.3016,4.5196,15.6812,69.7151,46.3279,71.5114,63.9574,232.3503,85.38,33.172
NM_001163330,Ralyl,0,35.6265,5.1172,0.7579,1.0475,1.0995,0.2784,0.2353,0.4479,0,1.3234,3.326,0,1.607,0,0.948
NM_013509,Eno2,67.53,32.7779,1.1809,0.7571,0,0,1.2063,10.8561,0,0,5.2941,7.4817,0,0,0,0
NM_133748,Insig2,77.177,55.5784,29.1338,35.2104,37.7143,41.7759,25.6101,18.0882,26.6587,225.9024,101.9183,71.513,162.0285,79.5716,27.6239,13.269
NM_025594,Zmat2,656.003,400.4484,132.159,248.811,209.1732,216.5756,70.149,62.6953,75.0476,323.4992,136.3394,154.6667,277.1451,517.8247,358.12,210.407
NR_015602,F730043M19Rik,9.647,17.1014,3.0185,3.4092,1.0481,2.9312,12.7103,15.219,10.7545,55.7777,41.0269,22.4552,38.375,7.2352,4.5201,1.896
NM_001145956,Pigv,212.236,159.6098,66.4014,79.5141,83.8119,74.0249,38.9719,31.8853,39.6508,128.2868,103.2444,108.1026,174.8041,157.6007,24.6103,3.791
NM_001081984,Popdc2,9.647,0,1.181,16.6674,0,1.4658,10.39,0.7061,0.8958,2.7881,2.6468,9.1481,0,57.0823,359.1015,116.577
NM_207678,Ccnl2,1543.537,689.7411,287.7659,403.3045,383.4076,320.6567,231.5153,171.7356,257.4022,1115.5141,659.1951,525.5144,874.0906,841.0803,1029.5555,536.442
NM_016722,Galns,694.592,132.5318,102.1106,149.5924,167.6097,255.7927,114.9016,94.6085,94.0845,337.4381,48.9767,133.0391,204.6648,284.6154,21.0923,15.164
NM_146465,Olfr108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001013749,Tmem151b,0,1.4251,2.4929,1.5141,1.7464,0,0.3712,2.7579,0,16.7291,2.6475,1.663,0,0.8035,0.5025,0
NR_040407,Gm16845,67.53,34.2024,32.6743,44.677,26.8893,28.5825,8.5384,6.6955,13.4419,41.8286,38.3865,41.5748,12.793,32.9649,6.0271,3.791
NM_001199971,Tac2,0,0,1.4433,5.6821,0,0,6.8647,0.1175,1.12,0,0,0,0,34.581,254.1336,68.24
NM_027208,Bdh2,57.883,51.3021,6.0354,3.0283,1.7462,2.1986,0.3713,0.0391,0.672,0,0,0,0,0,0.5019,0
NM_001033367,Nlrc4,57.883,65.5528,39.2424,40.8971,91.143,96.3775,63.4683,49.2786,79.3038,610.7614,17.2076,26.6044,217.4558,14.4744,31.6426,30.329
NM_025654,Rdm1,453.414,165.3103,99.5944,93.9209,88.3516,66.6962,67.1812,21.2473,48.1642,175.6919,84.7126,94.7951,298.4674,76.3852,530.8895,157.331
NM_011507,Suclg2,135.06,228.0141,47.2399,64.7508,108.6035,119.1014,18.4662,18.3293,17.251,105.9685,76.7749,113.9038,123.6498,271.7771,6.5296,0
NM_008155,Gpi1,1283.065,1061.6906,574.0033,483.9903,677.4083,1026.8624,384.1144,452.6073,290.9929,733.4825,356.0671,362.548,469.0221,549.9478,31.1415,18.956
NM_001081337,Sipa1l2,48.236,29.9261,7.6114,7.1932,8.0322,9.8943,21.3407,39.3875,20.1607,80.8784,37.0643,25.781,21.3242,10.4478,1.0044,1.896
NM_001271857,Add2,434.12,102.6052,15.6155,185.2674,11.5249,5.8638,79.2368,4.2945,14.7826,0,1.3239,1.663,0,1887.202,3339.4967,1490.853
NR_039581,Mir5121,0,0,0.1312,0,0,0,0,0.0782,0.224,0,0,0,4.2632,0,0,0
NM_027763,Treml1,48.236,151.0553,3.1518,0,17.8102,4.3976,5.7548,0.9016,0.8964,0,0,0,0,14.4758,0,0
NM_153145,Abca8a,0,15.6759,1.1808,0,0,0,0.1856,0.0782,0.4479,0,0,0,0,0,0,0
NM_172943,Alkbh5,289.413,159.608,53.9424,71.1879,152.9517,130.4562,36.934,26.1716,35.3973,211.9543,112.5128,149.6685,174.8231,335.2215,153.6886,60.658
NM_001007584,Gm11541,0,9.976,1.312,0,0,0,0,0,0,0,1.3234,3.3265,0,0,0,0
NM_011972,Poli,202.589,193.8128,81.7506,112.0808,111.4001,83.5513,27.8381,19.3281,25.5393,315.1326,111.1912,132.2112,110.876,254.8515,43.6982,11.373
NM_177824,9830107B12Rik,0,7.1257,1.5745,0.3785,0,1.0995,12.2481,42.6147,3.3596,0,0,0,0,3.214,0.5025,0
NM_001010973,Hrh2,57.883,31.3513,20.0741,29.153,20.9539,14.293,11.1344,24.8307,6.0485,16.7327,17.2071,30.7697,115.1304,5.6271,1.004,0
NM_017395,Rfx5,106.118,91.2054,45.402,46.1975,74.033,49.4718,26.3514,25.3756,18.8196,379.2852,70.1487,34.9214,81.015,45.8256,11.0491,2.843
NM_011611,Cd40,96.471,11.4004,1.8374,5.3041,6.2872,1.8322,42.2157,85.4859,147.4124,1539.3988,6.6183,7.4826,46.903,2.4105,26.62,18.008
NM_001178038,Fmo6,0,0,0.5248,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001037279,2700094K13Rik,3038.839,403.2997,558.7842,1023.0602,669.7484,831.8978,215.9727,52.111,120.9674,295.5922,187.9602,206.2171,422.1261,1087.8223,139.6265,36.963
NM_001104569,Vmn2r107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_175467,Sptlc3,0,5.7003,3.0176,0,0.3494,0,0.0927,0.2155,0,0,0,0,4.2632,3.2166,0,0
NM_213659,Stat3,1292.713,1162.8639,359.4536,368.4113,414.1508,378.5562,292.2173,434.0251,441.7709,1221.4699,856.4247,743.3682,1786.6168,249.2586,53.7396,30.329
NM_001167162,Gm4201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_053109,Clec2d,984.005,837.9491,444.5552,417.6317,272.742,159.0336,171.8513,80.2138,360.8843,1321.8262,739.9321,709.2968,1718.398,217.898,82.3723,30.329
NM_016789,Nptx2,0,0,1.968,0,0,0,0,0.489,0,0,0,0,0,0,0,0
NM_001204152,C1qtnf6,77.177,166.7367,25.6017,16.6614,34.5705,35.9146,4.8267,2.7975,4.2561,0,2.6468,10.8101,46.9014,8.8411,0,0
NM_001039092,Tom1l2,453.414,300.694,101.9614,131.3886,116.987,101.5045,43.3366,46.754,55.5575,331.8742,279.295,210.3699,366.7105,160.0139,36.6624,9.478
NM_001105561,Gm11545,0,0,0,0,0,0,1.1133,1.8386,0.2241,0,0,0,0,0,0,0.948
NM_001271461,Cd82,974.358,835.1084,235.9577,550.3878,125.7072,117.9981,1379.0161,547.75,219.7567,1238.3114,1367.2718,710.9668,2728.857,1386.2061,4465.6741,1614.064
NM_146219,Klhl36,115.765,142.509,35.6891,23.0942,23.3947,37.7448,24.6849,20.8604,26.4361,58.5705,26.4723,48.2297,162.0352,43.4151,3.0135,3.791
NM_181073,Plekhh1,0,4.2752,4.1986,16.6558,8.3807,0.7328,0.7422,0.7044,0.448,11.1527,0,0.8312,0,0,0.5025,0
NR_030563,Mir465c-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_045446,4933438K21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001039074,Ldb3,0,0,1.968,2.6526,0,0,0,0,0,0,0,8.3181,0,1.607,0,0
NM_001136085,Uba1,2074.128,1742.872,542.7382,634.0388,722.1316,754.1871,273.2875,174.5307,246.6489,605.1528,356.059,459.8296,1044.6312,1562.3248,411.3447,148.801
NM_008363,Irak1,906.828,705.4155,379.011,408.563,736.1107,789.3655,211.0102,103.6672,256.969,934.2437,468.5729,432.3772,886.8834,820.8861,287.7836,131.741
NM_001287389,Csf2rb2,0,99.7571,24.0159,24.9846,50.2849,46.9073,53.6312,76.004,99.4738,2.7881,0,1.6624,17.0542,6.4317,4.0187,2.843
NM_001163480,Neurl1a,0,15.6754,4.0678,0.3785,1.7465,5.1306,4.1758,0.4695,0.672,0,0,1.6636,0,0,0,0
NM_021372,Sertad2,250.825,165.3113,49.7339,76.1085,68.0947,60.8316,50.385,37.9966,54.8898,326.2956,199.8807,161.312,324.0566,200.9819,739.8243,601.838
NM_008496,Lgals7,9.647,0,0.1312,0,0,0.7329,0.6496,0.1766,0,0,0,0,0,14.4717,0,0
NM_010758,Mag,0,7.1252,3.4112,0.7575,0.349,2.1989,27.926,8.3062,6.719,0,0,0,217.4527,0.8035,2.0095,2.843
NM_172967,4930503L19Rik,86.824,59.8533,18.5041,29.5344,38.4152,36.647,9.5575,8.4114,11.6486,52.992,26.4718,30.7678,34.1068,108.5452,81.8603,15.164
NM_009208,Slc4a3,9.647,22.8019,2.8868,2.2712,0,1.466,0.2784,0,0.2241,39.0495,0,0,0,0,0,0
NM_010253,Gal,0,0,0.2624,1.5149,1.0478,0,2.5988,1.508,2.0162,0,0,0,0,0,0,0
NM_145361,Btbd2,366.59,343.4451,98.3037,132.913,108.5963,90.8837,50.0151,18.1801,41.4427,186.8621,68.8323,83.9789,170.5479,165.6118,21.0943,10.426
NM_029067,Spata17,0,0,0.1312,0,0,0,0,0.0393,0,0,0,0,0,1.6083,0,0
NM_033577,Pcdhgb5,366.59,223.7374,52.8805,48.4739,51.3327,39.5778,9.8379,3.8739,8.2893,33.471,37.0612,39.909,0,48.2506,16.0718,5.687
NM_145152,Lrrc3,0,5.7005,0.6561,0,0,0,1.206,2.6215,0,11.1527,0,0,0,0,0,0
NM_020293,Cldn9,0,0,0,0,0.6983,0,0,0,0,0,0,0,0,0,0,0
NM_001242944,Gm14306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_024204,Ankrd22,9.647,2.8501,2.6249,6.0608,1.3965,0,8.4458,70.1696,2.24,0,0,1.6635,0,4.8209,0,0
NM_172271,Slc6a17,0,0,0.9184,1.1356,0.6984,0,0.2785,0.0391,0,0,0,0,0,0,0,0
NM_001252485,Inca1,9.647,0,0.5248,2.2712,1.7467,0,1.7627,0.3912,0.2241,0,0,3.3269,4.2632,6.4306,0,0
NM_001047435,Pard6a,96.471,88.3556,37.2637,72.3325,53.4301,37.0118,15.8694,5.1677,14.3373,92.037,35.7411,40.7447,42.6348,99.6888,32.6486,9.478
NM_144858,Dus3l,598.121,304.9707,132.1446,141.9948,166.9234,163.075,57.4394,27.6271,68.775,440.6275,141.6371,145.5088,251.5715,253.2906,46.7081,13.269
NM_001029838,Pknox2,0,7.1257,16.1376,0.757,3.4933,0,0.5569,2.295,0.448,0,0,4.1591,0,0.8035,0,0.948
NM_028298,Zfp655,67.53,76.9558,13.7797,30.2903,38.7635,49.1038,12.2472,12.5269,15.4595,131.0773,45.0054,42.4079,110.857,77.991,17.0762,15.164
NM_019694,Letm1,694.592,383.345,172.4461,308.6763,321.6112,356.9401,96.3218,46.4846,95.6587,446.1786,285.9174,280.2325,477.5467,753.3518,106.9793,37.911
NM_029287,1700006E09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_027297,Prpf4,279.766,168.1604,84.9154,133.6667,167.2668,142.5537,36.9342,17.2595,27.3312,161.7462,95.3021,106.434,217.4646,397.1495,97.4336,34.12
NM_001080995,4632434I11Rik,0,12.8258,0.9185,7.5744,16.7622,11.3606,1.392,1.4482,3.8083,0,2.6475,4.1584,4.2632,53.871,17.5792,8.53
NM_009172,Siah1a,77.177,69.8288,35.696,46.1931,45.0457,37.0107,13.8256,17.462,20.6117,80.8725,86.04,110.5919,72.4836,126.239,92.9169,62.553
NM_172453,Pif1,279.766,88.3543,37.7886,115.1528,59.7126,21.9887,35.9148,9.1214,14.3355,0,2.6478,0.8315,0,105.3065,503.2554,119.42
NM_001126323,Gm11565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_037989,Gm20268,0,0,1.05,0,0,0.3665,0.0928,0.098,0.8963,0,0,0.8315,0,1.6097,1.0046,0
NM_146775,Olfr473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_025755,Pacrgl,86.824,48.4529,12.9952,18.1751,25.4896,28.5844,5.4748,3.1306,8.2885,47.4084,5.2948,7.4832,25.584,57.8844,4.017,3.791
NM_001256174,A630076J17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001285815,Tmem53,77.177,49.8784,6.2978,4.1654,2.7927,11.3605,9.3746,0.9806,1.5686,2.7881,0,0,4.2632,1.6083,4.0185,0
NM_147046,Olfr600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_206924,Jtb,1119.065,322.0668,198.1724,293.4935,293.325,318.8266,167.3004,71.2689,135.757,630.2926,334.882,249.4584,315.532,709.1318,34.6567,15.164
NM_016658,Galt,308.707,188.1122,78.211,80.6499,91.1388,83.9212,45.1911,21.5316,45.2515,142.2403,51.6216,68.188,149.2391,98.8918,7.534,3.791
NM_010755,Maff,0,9.976,1.1811,3.0299,0.6985,2.1989,2.5978,4.4015,0.2239,2.7881,6.6187,3.3254,8.5298,0,0,0
NM_145993,L3mbtl2,453.414,270.767,118.3764,125.3535,169.3712,215.8439,48.2566,19.7594,34.0512,192.4314,80.7401,167.1361,230.2194,592.6042,86.8859,16.112
NR_045549,1110017D15Rik,0,17.1005,5.7735,0,0,0.3665,0.0929,0.959,0.8965,0,0,3.3254,17.0594,0.8035,0,0
NM_001164696,Klk6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.607,0,0
NM_025330,Hsd17b14,0,7.1253,1.8377,1.5141,2.4445,3.2975,0.9282,0.313,0.448,0,1.3239,0.8318,0,3.214,0.5019,0
NM_001163533,Rtdr1,0,7.1257,0.2624,0.3785,0.3491,0,0.0929,0,1.1201,0,0,0,0,0,1.5071,0.948
NM_133795,Ttc1,395.531,171.0121,72.8413,118.9047,139.325,134.1267,58.271,28.9535,37.4103,142.2186,71.4796,92.2931,132.1708,316.7545,58.7633,26.538
NM_021347,Gsdma,0,4.2754,4.5924,0,0,0,0.0928,0.2542,1.3439,0,0,0.8318,0,3.2178,0,0
NM_145522,Rabepk,463.061,240.8411,102.8846,133.3005,114.891,147.6844,34.4293,10.9811,16.3534,108.7661,104.5708,78.994,140.7145,278.1969,55.7502,36.963
NM_017378,Pcdh12,0,24.2258,1.1808,0,0,0,0,0.1565,0,0,0,0.8315,0,0,0,0
NM_001040026,Sco1,57.883,65.5541,23.6244,36.3547,30.3799,55.334,13.4554,9.529,15.2345,19.5219,21.1783,10.8097,8.528,77.9948,4.0185,1.896
NM_008727,Npr1,57.883,51.3027,1.4431,4.9241,4.5397,6.5959,1.1139,0.137,0.8959,0,0,3.3273,0,3.2166,0,0
NM_001243002,Spin2d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_009279,Ssr4,2373.189,681.1905,373.0228,444.9921,730.8415,1085.8656,230.145,88.3159,218.871,398.7851,162.8146,350.907,541.4989,1084.6137,254.6462,49.284
NM_001159638,0610012H03Rik,0,35.6266,20.3388,23.0956,24.447,17.5898,1.2993,0.1565,0.4482,0,0,3.3248,0,30.5453,0,0
NM_021921,Mapk8ip2,0,0,0,0,0,0,0,0,0,0,0,1.6636,0,0,0,2.843
NM_018887,Cyp39a1,38.588,24.2258,6.8238,0,10.4748,21.2545,2.1349,2.2504,13.4426,131.0761,5.2949,4.1572,29.8454,0,5.0214,0
NM_027342,Fam162a,868.24,418.9747,178.9885,368.5105,322.6602,357.3052,107.9253,28.2078,51.5243,245.4208,236.9332,222.0186,217.4558,1054.0606,110.4908,43.598
NM_010657,Hivep3,520.944,230.8637,50.1233,45.8292,69.1407,39.2108,43.6076,43.5838,59.5894,315.1302,194.5699,157.9924,213.1996,16.0854,17.0784,2.843
NM_178775,Rps6kc1,106.118,188.111,30.3123,31.4307,34.9206,31.1477,50.1025,46.846,35.17,61.3541,33.09,24.1173,72.487,98.9063,7.0315,2.843
NM_001243132,Tspan2,38.588,27.0769,85.9436,206.3213,93.5877,73.6549,25.7068,38.623,8.9602,97.604,2.6478,9.1498,17.056,10.4518,3.0141,1.896
NM_028244,Rrp1b,684.945,706.8393,278.373,314.6734,407.5088,427.663,67.1054,17.2186,48.8385,217.5286,226.347,192.0756,136.4445,707.534,22.1,10.426
NM_001161763,Fmo5,57.883,85.5047,16.275,15.1462,18.5063,15.0246,40.3682,96.6558,26.4348,108.7604,33.0901,35.7551,136.4564,17.683,2.5111,1.896
NM_001033633,Slc2a13,0,29.9263,14.5654,1.1356,1.3964,0.3662,0.0928,1.1538,0,13.941,0,0.8318,0,0,0.5025,0
NM_024258,Usp16,376.237,230.8639,76.774,113.5886,138.634,129.362,38.1399,43.0078,60.9337,485.2769,217.0788,180.4356,307.0009,357.7858,48.2157,26.538
NM_177448,Mogat2,0,0,11.1594,6.8188,1.3969,12.8245,52.1673,7.2573,2.9116,0,0,0,0,1.607,0,0
NM_026328,Reg4,0,8.5504,2.0992,0,0.3491,0,0,0.0392,0,0,0,0.8318,0,0.8035,0,0
