Symbols,Genes ,b05 Neutrophil1 Exp2,b07 Neutrophil3 Exp2,b10 Monocyte1 Exp2,b11 Monocyte2 Exp2,a01 brain microglia1 Exp1 m,a02 brain microglia2 Exp1 m,a06 peritoneum Mac1 Exp1 m,a07 peritoneum Mac2 Exp1 m,b08 Spleen Mac1 Exp2,b09 Spleen Mac2 Exp2,b04 Kupffer Exp2,b15 Kupffer2 Exp2,a12 LI Mac2 Exp1 m,a13 LI Mac3 Exp1 m,a10 SI Mac3 Exp1 m,a11 SI Mac4 Exp1 m,b02 lung Exp2,b17 lung mac2 Exp2
IAH1,NM_026347,31.69236854,30.77172757,56.26063153,64.4453067,29.12803588,7.416253668,27.72034673,32.49672693,25.9132177,29.21648692,17.67324667,9.084460603,48.33765517,44.78511701,30.89300887,39.82500595,70.16626213,33.2095883
TOP1,NM_009408,469.8738119,545.099174,211.4035851,174.9229753,91.14256389,187.2604051,97.02121354,176.9266244,524.7426585,461.6204934,553.588462,882.202063,130.8653591,107.0189809,278.0370799,158.6362737,296.4682607,468.255195
CLINT1,NM_001045520,56.49509175,112.0970076,62.22766821,45.2651559,41.34301867,58.40299763,32.76040977,41.52359553,18.93658217,26.29483823,19.75245217,39.36599595,21.22140958,25.59149544,30.89300887,27.21375406,11.37831278,35.42356085
SBSN,NM_001083903,0,2.19798054,1.704867622,0,0,2.781095125,0,5.416121156,2.989986658,2.921648692,3.118808237,0,0,1.163249793,0,0,0,1.106986277
MYO1C,NM_001080774,70.27438242,79.12729946,131.2748069,112.0120807,145.6401794,179.8441514,126.001576,157.9702004,96.67623528,119.7875964,128.9107405,143.3326006,134.4022607,127.3758523,173.0008497,175.8937763,189.6385463,136.159312
CPSF3,NM_018813,137.7929067,156.0566184,123.6029026,164.9492969,133.4251966,151.1061685,154.9819385,164.2890084,104.649533,100.7968799,120.5939185,172.6047515,68.38009755,95.96810788,85.93873378,57.08250852,117.5758987,139.4802709
GM9733,NM_001076679,1.377929067,0,1.704867622,1.534412064,0,0,0,0,0,1.460824346,0,0,0,0.581624896,1.123382141,0,0,0
POSTN,NM_001198766,0,0,0,0,2.818842182,0,0,0,0,0,0,1.009384511,2.357934398,1.744874689,0.56169107,0.663750099,1.264256975,0
LPCAT3,NM_145130,106.1005382,103.3050854,52.85089629,43.73074383,432.2224679,489.4727421,64.26080377,73.1176356,118.6028041,109.561826,57.17815101,113.0510653,101.3911791,84.33560996,73.58153023,57.74625862,181.420876,109.5916414
INSC,NM_173767,0,0,0,0,0,0,0,0,0,0,0,0,2.357934398,0,2.246764282,0,0,0
OLFR920,NM_146787,0,0,1.704867622,0,0,0,0,0,0,0,0,0,0,0.048468741,0,0,0,0
CTSG,NM_007800,139.1708358,8.791922162,92.0628516,141.1659099,0,0,0,0,1.993324439,5.843297385,0,5.046922557,1.178967199,2.326499585,0,0.663750099,0,3.32095883
ARHGEF40,NM_001145922,1.377929067,2.19798054,0,0,74.2295108,51.91377567,1.26001576,0.902686859,3.986648877,0,6.237616473,0,9.431737593,2.908124481,1.685073211,4.646250694,19.59598312,25.46068436
PHACTR1,NM_001005748,0,0,1.704867622,0,26.3091937,4.635158542,12.6001576,3.610747437,6.976635535,2.921648692,50.94053453,55.51614813,3.536901597,2.908124481,3.931837493,2.655000396,10.1140558,0
RHBDD1,NM_001122685,5.511716268,21.9798054,7.6719043,3.836030161,10.33575467,18.54063417,22.68028368,14.44298975,7.973297755,4.382473039,1.039602746,0,5.894835996,9.887623237,1.685073211,3.982500595,8.217670339,11.06986277
MRPL50,NM_178603,0,0,1.704867622,3.068824129,17.85266715,4.635158542,5.040063041,4.513434296,3.986648877,4.382473039,7.277219219,20.18769023,4.715868797,13.37737261,5.055219634,9.292501387,4.424899414,0
XPO4,NM_020506,0,0,1.704867622,0,7.516912486,0,0,6.318808015,1.993324439,1.460824346,1.559404118,3.53284579,2.357934398,1.163249793,1.404227676,0.995625149,0.316064244,5.534931383
SREBF2,NM_033218,194.2879985,182.4323849,118.4882997,106.6416385,32.88649213,45.42455371,65.52081953,82.1445042,101.6595464,109.561826,49.90093179,36.33784241,203.9613255,145.4062241,99.98101054,114.8287671,114.4152563,96.30780607
KIAA1737,NR_033623,0,10.9899027,5.967036677,9.973678418,4.698070304,19.46766588,22.68028368,3.610747437,18.93658217,7.304121731,6.237616473,14.13138316,5.894835996,6.979498755,2.246764282,5.973750892,10.1140558,5.534931383
CCNJL,NM_001045530,0,0,0,0,0,12.05141221,0,0,0,0,0,5.046922557,3.536901597,3.489749378,0.56169107,1.991250297,4.424899414,0
ZFYVE9,NM_183300,0,0,19.60597765,5.370442225,0,7.416253668,1.26001576,3.610747437,3.986648877,11.68659477,3.118808237,4.037538046,1.178967199,1.163249793,3.931837493,0.663750099,0.632128488,5.534931383
TRAF3IP3,NM_153137,28.93651041,52.75153297,15.3438086,11.50809048,11.27536873,15.75953904,2.52003152,3.610747437,3.986648877,16.06906781,0,1.009384511,3.536901597,1.163249793,8.425366057,2.655000396,5.689156389,5.534931383
KDM5B,NM_152895,39.95994294,50.55355243,5.114602866,6.137648257,3.758456243,13.90547563,18.9002364,10.83224231,9.966622193,1.460824346,8.316821965,12.11261414,4.715868797,8.724373444,8.987057127,9.292501387,6.953413364,33.2095883
TNFRSF13C,NM_028075,2.755858134,0,0,0,0,0,0,0,8.969959974,13.14741912,1.039602746,23.21584376,5.894835996,4.071374274,7.301983916,7.30125109,1.264256975,4.427945107
2410015M20RIK,NM_153152,146.0604811,98.90912432,139.799145,138.8642918,164.4324606,128.8574075,210.422632,176.0239376,115.6128174,125.6308938,346.1877143,114.0604498,268.8045214,305.3530705,283.0922995,307.3162959,261.7011939,376.3753341
NARF,NM_026272,11.02343254,15.38586378,2.557301433,10.74088445,17.85266715,16.68657075,1.26001576,6.318808015,8.969959974,7.304121731,6.237616473,0,3.536901597,5.816248963,5.055219634,2.655000396,5.689156389,0
BUB1,NM_009772,0,0,5.114602866,14.57691461,0,0,0,3.610747437,0.996662219,0,0,4.037538046,1.178967199,0,1.685073211,1.991250297,0,0
RAI14,NM_001166408,0,0,0.852433811,0,0,0.927031708,40.32050433,21.66448462,0,0,0,0,2.357934398,2.908124481,3.931837493,3.982500595,0.632128488,0
MRPS9,NM_023514,15.15721974,30.77172757,35.80222006,36.82588954,15.03382497,19.46766588,76.86096138,25.27523206,27.90654214,45.28555473,18.71284942,10.09384511,42.44281917,28.49961992,20.22087854,22.56750337,42.35260867,12.17684904
CORO6,NM_139129,0,0,0,0,0,0,0,0,3.986648877,0,0,0,3.536901597,2.908124481,1.123382141,0,16.43534068,24.35369809
MED16,NM_198107,128.1474032,125.2848908,91.21041778,65.97971876,36.64494837,60.25706105,56.70070921,81.24181734,143.6099652,207.4370572,135.1483569,176.6422895,70.97382539,34.89749378,71.40497733,48.45375723,84.70521735,58.67027266
FGFRL1,NM_054071,1.377929067,0,0,0,8.456526547,0.927031708,0,0.902686859,7.973297755,1.460824346,9.35642471,8.075076091,12.96863919,2.908124481,0.56169107,5.973750892,11.37831278,0
APLP1,NM_007467,2.755858134,0,0,0,0,3.708126834,0,0.225671715,1.993324439,0,0,2.018769023,1.178967199,1.744874689,1.685073211,2.124000317,10.1140558,1.106986277
MKL1,NM_001082536,498.8103223,567.0789794,200.3219456,197.9391563,103.3575467,74.16253668,105.8413239,88.46331221,94.68291084,92.03193381,115.3959048,62.58183971,90.78047434,63.39711369,142.6695319,132.0862697,97.97991559,73.06109426
ARHGAP5,NM_009706,0,6.593941621,0,0,71.41066862,99.19239281,16.38020488,21.66448462,23.91989326,51.12885212,11.4356302,31.29091985,4.715868797,4.071374274,10.67213034,9.956251486,12.01044127,6.64191766
TNIP1,NM_001199276,151.5721974,103.3050854,141.5040126,98.96957814,58.25607177,73.23550497,50.40063041,48.7450904,100.6628842,116.8659477,74.85139768,130.210602,109.6439495,93.6416083,114.0232873,102.8812654,80.91244642,117.3405453
UGT1A9,NM_201644,101.966751,129.6808519,211.4035851,227.0929855,160.6740044,123.2952172,110.8813869,45.13434296,12.95660885,10.22577042,27.02967139,1.009384511,145.0129655,189.6097162,102.2277748,100.8900151,114.4152563,83.02397075
CCDC23,NM_024462,62.00680802,70.33537729,63.08010202,49.10118606,72.35028268,43.5704903,40.32050433,51.45315098,50.82977319,43.82473039,80.04941141,49.45984106,103.7491135,170.4160946,194.3451104,235.6312852,69.53413364,46.49342362
PLXDC2,NM_026162,8.267574402,2.19798054,2.557301433,3.068824129,678.4013518,929.8128036,787.5098502,742.9112852,5.979973316,0,7.277219219,25.23461279,153.2657359,99.45785726,156.1501176,122.7937683,25.91726799,59.77725894
LUZP1,NM_024452,0,4.395961081,1.704867622,1.534412064,16.91305309,18.54063417,44.10055161,45.13434296,19.93324439,42.36390604,48.86132904,49.45984106,36.54798317,35.47911867,44.37359457,24.55875367,67.63774818,25.46068436
ALG11,NM_183142,0,0,0,6.904854289,10.33575467,8.343285376,1.26001576,5.416121156,2.989986658,4.382473039,2.079205491,0,1.178967199,1.744874689,2.808455352,5.310000793,3.792770926,2.213972553
SLC12A8,NM_134251,0,0,0.852433811,0,0,0,0,0,0,0,16.63364393,15.14076767,14.14760639,0,8.987057127,2.655000396,0,0
DNAJC25,NM_001033165,23.42479414,6.593941621,32.39248482,15.34412064,31.94687806,19.46766588,0,12.63761603,24.91655548,20.45154085,42.62371257,35.3284579,9.431737593,20.35687137,21.34426068,16.59375248,39.82409472,42.06547851
COPB1,NM_033370,13.77929067,28.57374703,34.09735244,30.68824129,34.76572025,37.08126834,25.2003152,19.8591109,14.94993329,18.9907165,16.63364393,31.29091985,16.50554079,21.52012116,30.3313178,24.55875367,15.1710837,28.78164319
GATA6,NM_010258,0,0,0,0,0,0,192.7824113,148.9433318,0.996662219,0,0,1.009384511,2.357934398,4.65299917,8.987057127,1.327500198,0,1.106986277
GFM2,NM_001146043,0,2.19798054,0,0,0,0,0,0,1.993324439,2.921648692,2.079205491,0,0,1.744874689,0.56169107,1.327500198,0.632128488,11.06986277
CD80,NM_009855,6.889645335,15.38586378,8.524338111,0,4.698070304,3.708126834,1.26001576,2.708060578,20.92990661,0,17.67324667,22.20645925,3.536901597,10.46924813,17.41242318,19.91250297,10.1140558,16.60479415
ARHGEF10L,NM_001112723,4.133787201,15.38586378,117.6358659,92.83192989,48.85993116,51.91377567,78.12097714,35.20478751,0.996662219,2.921648692,0,0,55.41145836,17.44874689,37.63330172,23.89500357,1.264256975,0
UPP1,NM_001159402,243.8934449,263.7576649,0.852433811,2.301618096,0,0,5.040063041,0.902686859,0,0,1.039602746,14.13138316,4.715868797,13.95899751,21.34426068,16.59375248,3.792770926,3.32095883
PRKCA,NM_011101,8.267574402,0,0,0.767206032,40.40340461,45.42455371,10.08012608,26.17791892,8.969959974,14.60824346,2.079205491,5.046922557,7.073803195,4.071374274,12.35720355,11.94750178,6.953413364,11.06986277
KHK,NM_008439,78.54195682,54.94951351,123.6029026,112.7792867,190.7416543,207.6551027,283.5035461,357.4639963,101.6595464,73.04121731,213.1185628,96.9009131,53.05352396,100.0394822,237.5953228,201.7800301,80.28031793,105.1636963
1110018J18RIK,NM_025370,8.267574402,6.593941621,5.967036677,13.80970858,8.456526547,12.05141221,18.9002364,3.610747437,0.996662219,2.921648692,2.079205491,1.009384511,1.178967199,6.979498755,1.685073211,1.327500198,3.792770926,0
GALNT4,NM_015737,1.377929067,8.791922162,2.557301433,3.068824129,10.33575467,23.17579271,2.52003152,0,0,1.460824346,0,5.046922557,5.894835996,20.35687137,3.931837493,9.292501387,2.528513951,0
CD69,NM_001033122,4.133787201,2.19798054,17.04867622,3.068824129,0,16.68657075,5.040063041,0,2.989986658,4.382473039,2.079205491,0,8.252770394,22.10174606,21.90595175,54.42750813,1.896385463,13.28383532
OAT,NM_016978,8.267574402,17.58384432,39.21195531,41.42912574,18.79228121,28.73798296,73.08091409,68.60420131,31.89319102,37.981433,40.54450708,49.45984106,58.94835996,59.32573942,132.5590926,69.03001031,34.13493833,36.53054713
ACADL,NM_007381,150.1942683,180.2344043,109.1115278,141.9331159,63.89375613,51.91377567,126.001576,185.0508062,100.6628842,125.6308938,94.60384985,149.3889077,108.4649823,118.6514788,89.87057127,79.65001189,123.8971836,115.1265728
ARL16,NM_197995,23.42479414,32.96970811,4.262169055,16.87853271,14.09421091,14.83250734,12.6001576,26.25998136,16.94325773,11.68659477,27.02967139,15.14076767,2.357934398,10.46924813,11.23382141,5.973750892,12.01044127,6.64191766
CNDP2,NM_023149,73.03024055,79.12729946,179.8635341,181.0606236,228.3262168,312.4096858,223.0227896,311.4269665,447.5013365,537.5833594,523.9597838,339.1531958,324.2159798,261.1495784,160.0819551,223.6837834,488.635321,550.1721795
HAO1,NM_010403,0,0,0,0,0,2.781095125,0,0,0,0,1.039602746,0,0,0,0,0,0,0
SLC5A6,NM_001177621,1.377929067,0,2.557301433,0,1.879228121,7.416253668,0,7.221494874,7.973297755,2.921648692,1.039602746,3.028153534,10.61070479,6.979498755,7.021138381,5.973750892,18.64779039,9.409383352
RABGGTB,NR_028097,6.889645335,4.395961081,17.90111003,11.50809048,18.79228121,18.54063417,39.06048857,19.8591109,24.91655548,14.60824346,7.277219219,25.23461279,16.50554079,16.86712199,23.02933389,16.59375248,7.585541852,14.3908216
ATXN1,NM_009124,2.755858134,4.395961081,0.852433811,0.767206032,2.818842182,4.635158542,5.040063041,5.416121156,10.96328441,14.60824346,3.118808237,15.14076767,5.894835996,3.489749378,3.931837493,0.663750099,18.33172614,18.8187667
MIR143,NR_029601,0,0,0,0,0.939614061,0,0,0,2.989986658,1.460824346,0,1.009384511,0,0,6.178601775,7.30125109,6.321284877,0
RELB,NM_009046,26.18065227,10.9899027,30.6876172,18.41294477,50.73915928,33.3731415,27.72034673,35.20478751,55.81308428,39.44225735,64.45537023,80.75076091,42.44281917,44.20349212,37.63330172,35.17875525,30.97429589,32.10260202
PBX1,NM_183355,345.8601958,296.727373,23.0157129,8.439266353,22.55073746,18.54063417,83.16104018,51.45315098,7.973297755,26.29483823,12.47523295,27.25338181,15.32657359,23.26499585,15.72734997,21.90375327,38.55983775,57.56328639
SCAF1,NM_001008422,55.11716268,81.32528,36.65465388,82.09104544,50.73915928,49.13268055,131.0416391,70.40957502,134.5493996,147.543259,109.1582883,66.61937775,33.01108158,45.36674191,46.62035885,42.48000634,70.16626213,106.2706826
RBPJ,NM_001080927,23.42479414,35.16768865,22.16327909,21.4817689,51.67877334,46.35158542,88.20110322,73.1176356,13.95327107,4.382473039,5.198013728,12.11261414,71.91699915,90.15185892,63.47109096,59.73750892,7.585541852,19.92575298
PAPD7,NM_198600,9.645503469,0,14.49137479,17.64573874,8.456526547,6.489221959,3.780047281,1.805373719,4.983311097,8.764946077,7.277219219,12.11261414,7.073803195,9.30599834,11.79551248,7.965001189,3.792770926,12.17684904
BLVRB,NM_144923,223.2245089,127.4828713,115.9309983,135.0282617,86.44449359,63.03815618,417.0652166,389.9607232,1259.781045,991.8997311,1445.047816,606.6400914,249.9410462,398.4130539,273.5435513,168.5925252,154.8714795,98.52177863
BCL11A,NM_001159290,6.889645335,6.593941621,17.04867622,11.50809048,0,0,1.26001576,0,2.989986658,4.382473039,0,3.028153534,1.178967199,8.724373444,2.808455352,7.30125109,3.792770926,0
SEPT6,NM_019942,9.645503469,10.9899027,0,0,0,0.927031708,0,0,5.979973316,5.843297385,4.158410982,0,1.178967199,0,0.56169107,1.991250297,1.896385463,1.106986277
SLC8A1,NM_001112798,0,0,0.852433811,3.068824129,3.758456243,5.562190251,0,4.513434296,0,2.921648692,1.039602746,9.084460603,3.536901597,1.744874689,1.685073211,0.663750099,0,9.96287649
TNS4,NM_172564,0,0,21.31084528,23.783387,16.91305309,3.708126834,12.6001576,25.27523206,11.95994663,10.22577042,21.83165766,42.39414948,21.22140958,43.62186722,25.27609817,23.23125347,8.217670339,8.855890214
GAL3ST1,NM_016922,0,0,0,0,0.939614061,0,0,0,0,0.365206087,0,0,4.715868797,9.30599834,3.416954012,0.663750099,0,0
BCAR1,NM_001198839,0,0,0,0,0.939614061,0,7.560094561,0.902686859,6.976635535,8.764946077,8.316821965,2.018769023,2.357934398,1.163249793,8.425366057,3.318750495,3.160642438,0
CLCA2,NM_030601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.740292845,0.33187505,0,0
PCGF6,NM_027654,0,0,0,0,0,0,0,5.416121156,1.993324439,1.460824346,1.039602746,6.056307068,3.536901597,0.581624896,0,0,1.896385463,0
CCND1,NM_007631,22.04686507,13.18788324,2.557301433,5.370442225,126.8478982,132.5655343,141.1217651,139.0137763,210.2957283,232.2710711,177.7720695,160.4921373,155.6236703,129.120727,104.4745391,90.93376358,17.06746917,2.213972553
SNAP23,NM_001177792,48.22751735,57.14749405,21.31084528,8.439266353,33.04309447,36.15423663,93.24116626,64.09076701,28.90320436,16.06906781,25.47026727,57.53491715,43.62178637,57.58086473,46.62035885,52.10438278,25.91726799,61.99123149
ACCN1,NM_007384,1.377929067,0,0,0,0,1.854063417,0,0,0,0,0,0,0,0,0,0,0,0
IKZF4,NM_011772,0,0,0,0,0,0,0,0,0,7.304121731,0,0,0,0,0,2.655000396,7.585541852,0
ROM1,NM_009073,4.133787201,2.19798054,1.704867622,7.672060321,0,0,7.560094561,0,3.986648877,7.304121731,4.158410982,0,11.78967199,5.234624066,3.370146423,2.655000396,3.160642438,12.17684904
AMACR,NM_008537,1.377929067,0,2.557301433,0.767206032,2.818842182,9.270317085,0,13.54030289,8.969959974,21.91236519,10.39602746,26.2439973,8.252770394,13.95899751,16.85073211,8.628751288,4.424899414,0
DOT1L,NM_199322,8.267574402,10.9899027,28.13031577,35.29147748,15.97343903,19.46766588,18.9002364,9.929555452,43.85313765,80.34533904,35.34649335,28.26276632,23.57934398,14.54062241,30.89300887,11.94750178,41.0883517,43.17246479
ARCN1,NM_145985,52.82061424,60.81079495,114.2261307,86.43854629,90.51615452,75.70758952,99.54124506,76.72838304,65.58986605,59.8937982,40.89104133,86.80706798,90.78047434,72.3153621,67.2156981,65.93250984,70.16626213,77.85803479
GABPB2,NM_172512,11.02343254,8.791922162,18.75354384,12.27529651,6.577298425,6.489221959,11.34014184,17.15105033,6.976635535,7.304121731,4.158410982,8.075076091,4.715868797,5.234624066,5.616910704,7.965001189,8.217670339,2.213972553
DUS1L,NM_026824,39.95994294,10.9899027,50.29359485,64.4453067,38.52417649,46.35158542,55.44069345,39.71822181,66.7763687,43.82473039,39.50490433,55.51614813,37.72695037,29.66286971,24.7144071,33.85125505,34.76706682,19.92575298
TNXB,NM_031176,0,0,2.557301433,0,0,0,0,0,4.983311097,14.60824346,2.079205491,8.075076091,14.14760639,0.581624896,1.123382141,3.318750495,0.632128488,0
5430402O13RIK,NR_027892,2.755858134,2.19798054,1.704867622,0,0,3.708126834,0,0,0,4.382473039,0,0,1.178967199,2.326499585,0.56169107,3.318750495,0,0
MON1B,NM_001048143,16.5351488,13.18788324,16.19624241,6.137648257,0.939614061,25.02985613,18.9002364,32.49672693,7.973297755,7.304121731,10.39602746,20.18769023,3.536901597,13.37737261,16.28904104,8.628751288,6.321284877,26.56767064
MORN3,NM_029112,0,4.395961081,0,0,0,0,0,0,2.989986658,0,4.213126916,0,4.715868797,0,1.685073211,0.663750099,1.896385463,4.427945107
RBFOX2,NM_001110828,0,0,0,0,2.818842182,0,1.26001576,0,0,0,2.079205491,1.009384511,0,0.581624896,1.123382141,2.655000396,0,0
RNF126,NM_144528,27.55858134,21.9798054,38.3595215,56.00604035,18.79228121,14.83250734,61.74077225,13.54030289,73.75300423,55.51132516,50.94053453,33.30968888,25.93727838,35.47911867,35.94822851,13.27500198,67.63774818,19.92575298
TREML4,NM_001163796,16.5351488,24.17778594,17.90111003,7.672060321,0,0,1.26001576,0,478.3978653,390.0401004,230.7918095,229.1302841,25.93727838,30.8261195,55.60741597,57.74625862,25.28513951,7.748903937
RGP1,NM_172866,60.62887895,120.8889297,23.86814671,23.01618096,19.73189528,20.39469759,15.12018912,11.73492917,25.9132177,40.90308169,41.58410982,26.2439973,49.51662236,31.4077444,19.0974964,21.24000317,26.54939648,25.46068436
HOXB4,NM_010459,15.15721974,28.57374703,5.114602866,12.27529651,13.15459685,8.343285376,2.52003152,9.929555452,23.91989326,33.59895996,7.277219219,37.34722692,8.252770394,8.142748548,19.0974964,15.93000238,1.264256975,2.213972553
SLC16A8,NM_020516,0,0,0,0,4.698070304,0,0,0,0,0,0,0,1.178967199,0,0.56169107,0,0,0
MTMR9,NM_177594,11.02343254,4.395961081,2.557301433,4.603236193,2.818842182,4.635158542,13.86017336,4.513434296,3.986648877,0,3.118808237,8.075076091,3.536901597,6.397873859,5.055219634,6.637500991,2.528513951,2.213972553
CPE,NM_013494,0,0,0,0,0,0,0,0,0,4.382473039,0,0,0,0,0,0.663750099,0,0
UBE2M,NM_145578,351.3719121,472.5658162,242.0912023,411.9896393,178.5266715,276.718965,234.3629314,157.9702004,292.0220303,302.3906397,409.6034818,377.5098073,286.4890294,346.0668133,269.6117138,232.9762848,362.2096234,474.8971127
ALG5,NM_025442,16.5351488,10.9899027,29.83518339,34.52427145,142.8213372,145.5439782,56.70070921,57.77195899,53.81975984,49.66802777,83.16821965,38.35661143,63.66422875,89.57023402,66.27954631,61.06500912,72.06264759,30.99561575
GPNMB,NM_053110,2.755858134,2.19798054,4.262169055,2.301618096,0,0,1.26001576,4.513434296,0.996662219,5.843297385,1.039602746,0,23.57934398,20.93849627,5.055219634,3.982500595,297.1003892,448.3294421
GP1BB,NM_001001999,989.3530701,1035.248835,5.114602866,3.836030161,2.818842182,12.05141221,0,8.124181734,8.969959974,1.460824346,1.039602746,0,25.93727838,18.03037178,74.70491237,42.48000634,3.160642438,4.427945107
AQP4,NM_009700,0,0,1.704867622,5.370442225,3.758456243,4.635158542,0,0,1.993324439,5.843297385,3.118808237,0,35.36901597,20.35687137,4.493528564,1.327500198,0.632128488,0
RIMS1,NM_001012623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.327500198,0,0
VILL,NM_011700,314.1678273,178.0364238,65.63740345,125.0545832,0.939614061,2.781095125,25.2003152,24.3725452,29.89986658,56.9721495,73.81179494,80.75076091,83.70667114,59.90736432,57.29248919,65.71125981,20.2281116,24.35369809
PIGP,NM_001159616,17.22411334,8.791922162,9.376771922,4.219633177,48.39012413,54.23135495,45.36056737,51.00180755,42.85647543,37.25102083,28.5890755,35.83315016,48.33765517,35.18830622,33.13977316,47.45813209,44.88112262,42.06547851
ABCD1,NM_007435,177.7528497,235.1839178,252.3204081,280.0302017,176.6474434,169.6468026,181.4422695,73.1176356,140.5293729,112.4834747,212.0789601,224.0833615,62.48526156,55.83599004,122.4486534,104.2087656,102.404815,229.1461593
GCNT1,NM_010265,9.645503469,13.18788324,2.557301433,13.04250255,118.3913717,100.1194245,0,0.902686859,13.95327107,36.52060866,3.118808237,5.046922557,5.894835996,4.65299917,6.178601775,7.965001189,16.43534068,5.534931383
NODAL,NM_013611,0,0,0,0,0,0,0,0,0.996662219,0,0,0,0,0,0.56169107,0,5.689156389,0
BIK,NM_007546,0,0,0,0,5.637684364,7.416253668,0,0,0,0,4.158410982,14.13138316,9.431737593,2.908124481,1.685073211,0,0.632128488,2.213972553
MTERFD2,NM_178051,88.18746029,43.95961081,17.90111003,9.206472386,49.79954522,52.84080738,26.46033097,44.23165611,11.95994663,13.14741912,17.67324667,9.084460603,31.83211438,25.59149544,26.39948031,14.60250218,25.91726799,19.92575298
2010015L04RIK,NM_001166029,0,0,0,0,0,4.635158542,0,0,0,0,0,0,0,0,0,0,0,0
CTDSP2,NM_146012,154.3280555,193.4222876,186.6830046,237.0666639,79.86719516,53.76783909,178.922238,154.3594529,133.5527374,124.1700694,97.72265808,95.89152858,211.0351286,186.1199668,238.7187049,210.4087814,77.75180398,57.56328639
BSN,NM_007567,1.377929067,4.395961081,0,0.767206032,27.24880776,0,0,0,0,5.843297385,0,0,4.715868797,1.163249793,2.246764282,0,8.849798827,13.28383532
2310035C23RIK,NM_029349,5.511716268,2.19798054,2.557301433,0.767206032,1.879228121,0,1.26001576,0.902686859,0,7.304121731,5.198013728,5.046922557,5.894835996,4.071374274,5.055219634,1.991250297,0.632128488,1.106986277
TIMM9,NM_001024853,4.133787201,0,17.04867622,7.672060321,30.06764994,29.66501467,0,14.44298975,13.95327107,16.06906781,2.079205491,16.15015218,16.50554079,23.26499585,14.60396783,18.58500277,22.75662556,7.748903937
DCAF8,NM_153555,15.15721974,26.37576649,16.19624241,21.4817689,32.88649213,34.30017321,32.76040977,23.46985834,50.82977319,73.04121731,40.54450708,24.22522827,20.04244239,30.24449461,32.57808209,18.58500277,15.1710837,6.64191766
ABCD2,NM_011994,63.38473708,59.34547459,69.0471387,47.56677399,86.44449359,72.30847326,88.20110322,68.60420131,20.92990661,10.22577042,14.55443844,15.14076767,19.05996972,15.73808543,7.301983916,11.94750178,68.58594091,92.98684724
PXK,NM_145458,62.00680802,74.73133838,29.83518339,33.75706541,18.79228121,62.11112447,57.96072497,10.83224231,11.95994663,17.52989215,23.91086315,62.58183971,31.83211438,36.06074357,15.1656589,20.57625307,17.06746917,21.03273926
ARSI,NM_001038499,1.377929067,0,4.262169055,6.904854289,0,0,0,0,39.86648877,10.22577042,2.079205491,0,2.357934398,5.234624066,7.863674986,13.93875208,1.264256975,0
1110058L19RIK,NM_026503,1.377929067,6.593941621,11.08163954,6.137648257,14.09421091,0.927031708,16.38020488,4.513434296,19.93324439,13.14741912,12.47523295,5.046922557,4.715868797,10.46924813,8.987057127,15.93000238,10.74618429,16.60479415
HS3ST2,NM_001081327,0,0,2.557301433,0,0,0,0,0,188.3691595,165.0731511,1.039602746,2.018769023,0,0,0,0,0,0
SIRPB1B,NM_001173460,9.875158314,10.9899027,21.3676742,12.14742884,0,0,0.840010507,1.354030289,21.92656883,17.04295071,2.252472615,3.196384286,9.628232126,19.96912144,9.455133019,18.14250271,23.81017303,24.90719123
LRRCC1,NM_028915,0,0,4.262169055,6.904854289,9.396140607,3.708126834,5.040063041,5.416121156,6.976635535,7.304121731,3.118808237,22.20645925,2.357934398,7.561123651,6.178601775,1.991250297,5.057027901,0
IKBKE,NM_019777,12.4013616,10.9899027,50.29359485,25.31779906,1.879228121,0.927031708,91.9811505,64.09076701,14.94993329,16.06906781,53.01974002,92.86337505,17.68450799,29.66286971,55.60741597,40.48875604,8.217670339,11.06986277
DENND1A,NM_146122,24.80272321,15.38586378,74.16174156,83.6254575,14.09421091,26.88391955,20.16025216,21.66448462,118.6028041,143.1607859,81.08901416,34.31907339,49.51662236,43.62186722,36.50991958,45.13500674,37.29558077,37.63753341
TFDP1,NM_009361,53.05026908,71.06803747,14.91759169,19.1801508,1.879228121,3.24461098,11.34014184,2.708060578,2.989986658,6.573709558,2.599006864,23.55230527,5.305352396,8.724373444,7.301983916,15.93000238,8.217670339,3.874451968
DEFA-PS1,NR_003146,0.688964534,0,0,0,0,0,0.63000788,0.45134343,0,0.146082435,0,0,0,0.551410616,3.520376495,2.190375327,0,0
TMBIM4,NM_026617,103.34468,131.8788324,109.1115278,91.29751782,170.070145,112.1708367,107.1013396,102.906302,71.75967979,78.8845147,86.28702788,51.47861008,80.16976954,112.253605,102.7894659,59.73750892,74.59116154,55.34931383
PFN1,NM_011072,835.0250146,708.8487243,174.7489313,270.8237293,46.98070304,36.15423663,180.1822537,103.8089888,211.2923905,212.5499424,204.8017409,173.1094437,102.5701463,136.6818506,100.2618561,151.3350226,161.8248928,177.6712974
N/A,NR_027844,27.55858134,6.593941621,33.24491863,19.94735684,93.96140607,88.0680123,20.16025216,55.96658528,43.85313765,20.45154085,39.50490433,22.20645925,30.65314718,27.33637012,30.3313178,31.19625466,21.49236858,16.60479415
